,Goals,Assists,Shots,Shots_on_Target,xG,NPxG,SCA,GCA,Progressive_Passes,Progressive_Carries,Progressive_Pass_Dist,Short_Passes_Completed,Short_Pass_%,Medium_Passes_Completed,Medium_Pass_%,Long_Passes_Completed,Long_Pass_%,xA,Crosses_into_Penalty_Area,Tackles,Tackles_Won,Blocks,Interceptions,Clearances,Touches,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Take_On_Success_%,Carries_into_Final_3rd,Ball_Recoveries,Aerial_Duels_%,Post_Shot_xG,Def_Actions_Outside_Area,Avg_Dist_Actions_Outside_Area,Result
Australia_June_21_2018_World_Cup,1,0,12,3,1.4,0.6,23,1,43,30,2970,194,90.2,192,88.5,52,57.8,0.5,2,12,9,3,6,19,644,210,311,130,62.5,16,51,53.1,0.4,1.0,20.5,1
France_June_21_2018_World_Cup,1,0,12,4,2.0,2.0,23,1,38,10,2564,176,86.3,85,78.0,53,61.6,1.0,0,22,15,12,19,27,565,170,270,130,65.2,8,60,71.9,0.1,0.0,15.5,3
Peru_June_21_2018_World_Cup,0,0,10,2,0.4,0.4,19,0,43,19,2648,206,86.2,181,87.4,43,53.8,0.4,1,19,14,2,13,17,647,181,331,137,83.3,7,60,28.1,1.7,1.0,16.0,0
Argentina_June_21_2018_World_Cup,0,0,10,3,1.4,1.4,15,0,30,11,1821,192,89.7,170,82.5,48,51.1,0.6,0,16,9,12,11,20,647,153,360,136,62.5,17,42,40.0,2.0,0.0,7.5,0
Croatia_June_21_2018_World_Cup,3,2,14,5,2.0,2.0,24,4,28,17,2180,138,86.3,123,79.4,35,55.6,1.1,2,13,8,9,17,24,521,199,247,79,75.0,10,42,60.0,0.3,1.0,12.0,3
Brazil_June_22_2018_World_Cup,2,2,22,9,2.6,2.6,42,4,68,46,3401,325,92.3,273,90.4,52,75.4,2.8,4,23,15,7,8,16,860,148,455,266,81.8,15,53,54.3,0.0,3.0,27.8,3
Costa_Rica_June_22_2018_World_Cup,0,0,3,0,0.1,0.1,6,0,15,5,1974,105,82.0,71,82.6,38,48.1,0.1,1,23,14,8,9,34,410,185,160,68,72.7,4,42,45.7,2.6,1.0,9.8,0
Nigeria_June_22_2018_World_Cup,2,2,16,4,0.9,0.9,28,4,42,21,2951,201,89.7,172,84.7,37,45.1,0.4,2,20,9,8,11,30,649,164,352,142,80.0,18,58,59.1,0.5,0.0,5.3,3
Iceland_June_22_2018_World_Cup,0,0,8,3,1.3,0.5,13,0,36,13,2256,107,83.6,82,67.8,35,42.7,0.6,1,11,6,13,11,29,457,137,191,136,47.4,17,46,40.9,0.8,1.0,13.5,0
Serbia_June_22_2018_World_Cup,1,1,13,3,1.5,1.5,24,2,41,17,2818,102,79.7,95,81.9,57,64.8,1.3,4,21,14,14,6,20,459,173,171,124,71.4,12,53,62.5,3.1,0.0,12.8,0
Switzerland_June_22_2018_World_Cup,2,1,20,5,2.2,2.2,29,2,50,18,2930,183,92.4,229,90.9,47,51.6,1.0,0,21,14,7,9,13,692,234,323,140,50.0,15,59,37.5,0.9,2.0,23.3,3
Belgium_June_23_2018_World_Cup,5,4,22,10,5.2,4.4,41,10,53,26,2855,185,92.5,164,87.7,33,52.4,1.9,4,13,10,6,9,13,572,191,258,134,83.3,15,58,64.3,1.6,0.0,12.0,3
Tunisia_June_23_2018_World_Cup,2,2,16,5,1.1,1.1,30,4,39,20,2350,180,88.7,156,82.1,40,60.6,0.9,1,16,8,12,11,12,577,185,259,137,66.7,15,49,35.7,5.9,3.0,15.9,0
Korea_Republic_June_23_2018_World_Cup,1,1,17,6,0.9,0.9,32,2,25,18,2095,156,89.1,93,83.0,32,64.0,0.6,0,18,14,7,11,16,479,149,205,131,43.3,13,44,47.4,2.6,2.0,17.0,0
Mexico_June_23_2018_World_Cup,2,1,12,4,1.9,1.1,23,3,40,17,2651,178,90.4,210,89.7,52,71.2,0.7,2,23,17,24,11,13,624,156,352,126,72.2,17,45,52.6,0.7,1.0,13.0,3
Germany_June_23_2018_World_Cup,2,2,18,6,1.5,1.5,32,4,96,41,3428,264,89.8,271,88.3,94,79.0,1.8,4,13,7,6,5,14,821,146,349,331,85.7,28,46,58.6,1.4,3.0,16.5,3
Sweden_June_23_2018_World_Cup,1,1,7,5,0.9,0.9,11,2,22,7,1774,81,83.5,58,78.4,26,37.7,0.8,0,6,3,15,12,41,359,174,120,66,36.4,7,30,41.4,1.8,0.0,7.3,0
England_June_24_2018_World_Cup,6,3,9,5,3.1,1.6,18,10,31,8,2424,309,95.1,155,93.4,62,80.5,1.3,0,11,5,5,6,17,698,108,502,92,50.0,8,32,60.7,1.3,2.0,28.5,3
Panama_June_24_2018_World_Cup,1,1,8,2,1.1,1.1,15,2,22,16,2023,184,94.4,129,87.2,47,67.1,0.6,1,10,4,5,6,12,492,113,281,103,81.8,12,26,39.3,3.7,2.0,17.8,0
